Feature1,Feature2,Target
0.830585746303637,-0.4477325745213166,1
0.7016781568789557,0.8169184333007842,0
1.0220800412464839,-0.4925710154219981,1
-0.3167645469202116,0.9534384371206492,0
0.29322631409419614,1.0571852308628948,0
1.2549030427719594,-0.48343549471891417,1
1.0538513323510672,-0.44269047350989954,1
0.03137971499270149,1.053012030932026,0
0.6205447283809552,0.7130959814122066,0
1.7876565956756794,-0.14295877597485457,1
0.999074926894856,0.09180640830877403,0
-0.7072304086016472,0.5749990303281671,0
1.464796431034047,-0.47111861979949105,1
0.4271224495124158,0.83103216097964,0
1.0534194217425106,-0.5010294096210678,1
1.1959767098387866,-0.4947239254973002,1
1.9942228618064435,0.4242600657460061,1
0.9317552702603286,0.39426182553484257,0
0.41104275111822586,-0.33348189482279644,1
1.490732553217152,-0.3856013768723369,1
1.9751718088305337,0.3593061482507635,1
2.047094198240012,0.4106855199043584,1
-0.005921328252511654,0.14862164922610852,1
0.825920721102141,-0.42998975178264637,1
0.5430944847368913,0.7514481663523382,0
1.870954795526287,0.20141700985097466,1
1.9224317002624178,0.43263224703302916,1
-0.8676513580887318,0.4550559840737215,0
0.2821603611044221,1.0576022648267907,0
0.4683030108282679,-0.37297875474744846,1
1.9645994348616949,0.16156525469955949,1
0.4610971658057132,-0.3708599729062516,1
1.8261823265015875,-0.15729666609641435,1
-0.5699337488647156,0.8226850533450303,0
0.9867607609013958,0.08440511414967457,0
0.47472788631040674,-0.4338646780053667,1
1.3425824371694568,-0.40280117748177985,1
0.6877326376190032,0.7846345297018573,0
-0.8912008211512311,0.5064437512277964,0
0.7096947520660821,0.7550756363698523,0
1.1858983682402533,-0.5405448969636792,1
0.27007046902004717,0.904481763106591,0
1.9334733541245872,0.3658792571314742,1
-0.7275398477245154,0.6287567699288819,0
0.8858588217313234,0.3298314233229345,0
0.6435723237826658,0.8493128710215041,0
1.0323779054506856,0.02680132674524291,0
1.0323933380216987,0.1950072162957205,0
1.4620467241036035,-0.4432628090117784,1
0.9193773382778015,0.27175740763164014,0
0.486781344944919,0.8456646156950574,0
-0.7583231657297839,0.7781435374558227,0
-0.09032109071816885,1.0108978758383171,0
1.4094756203830214,-0.39049919528890414,1
-0.784204653495822,0.6213991107657335,0
0.7238791597158012,0.7158517463005819,0
-0.27382513503612677,0.9668410580583584,0
0.9305446509916154,0.2134135238432286,0
-0.8924703304147306,0.5131847298615394,0
0.4931455887914352,0.9122387797738885,0
1.9601655477725486,0.39320370249863895,1
-0.054841099367017934,0.3106154297595405,1
0.3702543032142798,-0.2986986690774037,1
1.9474273611575876,0.21946832319236725,1
0.46732211281840036,0.8736827922432888,0
0.8752236285567732,0.5048842305423484,0
1.8611697699158098,-0.06170823710042987,1
0.7746707924548805,0.5578164384657927,0
-0.9204049476651409,0.11596871382936023,0
1.2237081752493708,-0.47909803870893236,1
0.7885375356024552,-0.493865572593592,1
0.6474850558528661,-0.4307499296421512,1
0.022756547798952552,0.17138883215477263,1
0.1417904640126766,0.11205479392577425,1
0.35249107422279774,-0.2385249680718961,1
0.3030583420189961,-0.09975782481769432,1
-0.006536499401610822,0.34264257874271564,1
0.6074160919934095,0.732228728700489,0
1.8074001660942818,-0.07387527230008942,1
1.9260522730730565,0.07116827986350142,1
-0.5375710806280891,0.9181175757858078,0
0.4849908038955688,0.904289492342633,0
1.9335610945671666,0.35294300074193835,1
-0.49422475889361095,0.8062352537486118,0
0.4325831882960268,-0.2544458460873621,1
0.4333384232741962,0.9468842409743541,0
-0.6416934867518528,0.7767086504210485,0
1.5191577643057312,-0.2757425645826266,1
0.3032261257150302,-0.22756273769968777,1
-0.03970745329466252,0.2520960834253232,1
1.0687554656292944,-0.4698986451017711,1
2.0378315163720226,0.17727594454913456,1
0.8332089778469471,-0.41660580977864814,1
0.42812955215008675,-0.27448903608205805,1
1.5778354262232013,-0.1962044323203019,1
0.6787360063778685,-0.5089892138005818,1
0.49112490283460974,0.781199571923291,0
0.7018176383496969,0.7561432512195042,0
1.7987598357151144,-0.23651527019785396,1
1.0101564052527388,0.1425184495381588,0
-0.950144238905109,-0.011765937095362477,0
1.6962615016833043,-0.239005232000871,1
0.9031212728578849,0.26263590907137063,0
0.3598396816987589,-0.23626268187998525,1
0.4773205929066156,-0.3634864195791069,1
0.8447571005085754,0.7682900077812305,0
0.23927627499426965,-0.11432310631986482,1
-0.9870647198010112,0.2087335475966782,0
0.4470465816218376,-0.3668146907024751,1
0.0037275164617137646,0.9856651892658828,0
-0.21836015926908395,0.9896727220121045,0
1.5833437995018518,-0.3167667585624835,1
0.5619944226374772,-0.3749149261019494,1
0.9891022523036184,0.2711995129962911,0
1.9931100348599637,0.08524711501941075,1
0.09552903336571959,0.07954850305186333,1
-0.9760902981289478,0.05778425097613992,0
-1.047049007283143,0.06786971774199116,0
0.10916843306850464,0.9710877816357824,0
0.8758500564892092,0.44090146231167504,0
-1.0118316099543978,0.3681134097776184,0
-0.6224902134552985,0.6906897153807351,0
0.4324569264453984,-0.33814312052994816,1
-0.22321476752631134,0.9048439013698438,0
-0.9542447119869134,0.3075033910420535,0
-0.8877523287487434,0.37332670912995036,0
1.4347326047418325,-0.4164414990030527,1
-0.8249574671256702,0.5903245643526491,0
-0.019485499410000856,0.9179212208840684,0
0.4817780529390277,-0.3494123781968196,1
0.914169967206839,0.2673283813669437,0
0.18445929328102662,0.9967525747672684,0
2.0235645420672124,0.1384956810458768,1
0.06321235338401784,0.27972642384445645,1
-0.2816249388141572,1.1117738117203129,0
0.7308198829834505,0.683481075208918,0
-0.7203304020321237,0.6180135387022788,0
1.0468530793439355,0.31149567451438703,0
0.9664122416404455,0.21977087219502334,0
0.05606749022624846,0.3124150458718512,1
0.7169690198920808,0.6555148441314339,0
-0.9065608596651444,0.387586820393909,0
2.068182061225351,0.34953220952163955,1
0.4067171394164733,0.876237533026981,0
0.12021015879458473,0.43193779937574417,1
0.009646172037279889,0.30747554393028514,1
0.9807661046156853,0.31832180359378454,0
-0.9083380726519501,0.3268779672296948,0
0.0430202675300581,0.3521995019829493,1
1.6339661972510668,-0.2713601025467053,1
1.0361532168380343,0.09494069130900311,0
0.08491605339417269,1.0171904742396294,0
0.8757788569268288,0.4731866868515767,0
0.9659912537559104,0.23090682091716763,0
1.9784672286599267,0.09119351293524858,1
0.8696138342849667,-0.49564239140780336,1
1.0117932794287137,0.07812824169397621,0
-1.0407995008296211,0.456766063163198,0
1.2823408419970914,-0.37702143315871256,1
0.7612340413702761,0.5697716610877567,0
0.06747231438909439,1.054936435425848,0
0.406742633237538,-0.30054337490684413,1
1.5808040208934238,-0.25507618310309854,1
0.9331691067108461,0.4104986974200198,0
1.7333126691176075,-0.12572136475325332,1
1.9867497994356493,0.19006956228416994,1
0.9290701272454952,0.3009200075803471,0
0.9935145624287179,0.18025025013583693,0
1.8159435943608826,-0.03531074310406267,1
0.09443726729958768,1.0121995774477768,0
1.0058625179781027,0.4033695909080417,0
-0.2399305398787378,0.9262140241523307,0
1.863404760540456,0.3548891764022347,1
0.1484394794213466,1.0966049699183247,0
0.16799456905428664,1.0696174960358857,0
-0.6537965783027266,0.7697812369585328,0
0.8971029086588913,-0.5300740764693329,1
-0.6158975204250059,0.7671329808015821,0
-0.2001613758778327,0.9230616807356904,0
0.8868868178713247,-0.4873627884331289,1
1.164184470615832,-0.41584635598222836,1
-0.8081197493949592,0.6050410598817091,0
1.3846045906396856,-0.450995138469658,1
-0.012413097373122552,0.1348155280592187,1
1.869997167951432,-0.10567848202711524,1
-0.13681919130751224,0.9438891767304852,0
0.9112376169799881,-0.5243460217365112,1
0.6177237357208197,0.7604940552788745,0
-0.8287738926638536,0.46007118093666605,0
-0.5249653768883574,0.8935050715814168,0
2.03916240779223,0.42244666811455606,1
0.9841343825171326,-0.49584730401870397,1
1.3066620923274068,-0.43304128992977386,1
-0.02143754648247237,0.23983919014933128,1
0.1584016900725603,1.026233194964758,0
